01001,11110,4
01001,11111,3
01010,00000,2
01010,00001,3
01010,00010,1
01010,00011,2
01010,00100,2
01010,00101,2
01010,00110,2
01010,00111,3
01010,01000,1
01010,01001,2
01010,01010,0
01010,01011,1
01010,01100,2
01010,01101,2
01010,01110,1
01010,01111,2
01010,10000,3
01010,10001,3
01010,10010,2
01010,10011,3
01010,10100,2
01010,10101,2
01010,10110,2
01010,10111,3
01010,11000,2
01010,11001,3
01010,11010,1
01010,11011,2
01010,11100,3
01010,11101,3
01010,11110,2
01010,11111,3
01011,00000,3
01011,00001,2
01011,00010,2
01011,00011,1
01011,00100,3
01011,00101,2
01011,00110,2
01011,00111,2
01011,01000,2
01011,01001,1
01011,01010,1
01011,01011,0
01011,01100,3
01011,01101,2
01011,01110,2
01011,01111,1
01011,10000,4
01011,10001,3
01011,10010,3
01011,10011,2
01011,10100,3
01011,10101,2
01011,10110,2
01011,10111,2
01011,11000,3
01011,11001,2
01011,11010,2
01011,11011,1
01011,11100,4
01011,11101,3
01011,11110,3
01011,11111,2
01100,00000,2
01100,00001,3
01100,00010,3
01100,00011,4
01100,00100,1
01100,00101,2
01100,00110,2
01100,00111,3
01100,01000,1
01100,01001,2
01100,01010,2
01100,01011,3
01100,01100,0
01100,01101,1
01100,01110,1
01100,01111,2
01100,10000,3
01100,10001,3
01100,10010,3
01100,10011,4
01100,10100,2
01100,10101,3
01100,10110,2
01100,10111,3
01100,11000,2
01100,11001,2
01100,11010,2
01100,11011,3
01100,11100,1
01100,11101,2
01100,11110,2
01100,11111,3
01101,00000,3
01101,00001,2
01101,00010,3
01101,00011,3
01101,00100,2
01101,00101,1
01101,00110,2
01101,00111,2
01101,01000,2
01101,01001,1
01101,01010,2
01101,01011,2
01101,01100,1
01101,01101,0
01101,01110,2
01101,01111,1
01101,10000,4
01101,10001,3
01101,10010,3
01101,10011,3
01101,10100,3
01101,10101,2
01101,10110,2
01101,10111,2
01101,11000,3
01101,11001,2
01101,11010,2
01101,11011,2
01101,11100,2
01101,11101,1
01101,11110,3
01101,11111,2
01110,00000,3
01110,00001,4
01110,00010,2
01110,00011,3
01110,00100,2
01110,00101,3
01110,00110,1
01110,00111,2
01110,01000,2
01110,01001,3
01110,01010,1
01110,01011,2
01110,01100,1
01110,01101,2
01110,01110,0
01110,01111,1
01110,10000,4
01110,10001,4
01110,10010,3
01110,10011,3
01110,10100,3
01110,10101,3
01110,10110,2
01110,10111,2
01110,11000,3
01110,11001,3
01110,11010,2
01110,11011,3
01110,11100,2
01110,11101,2
01110,11110,1
01110,11111,2
01111,00000,4
01111,00001,3
01111,00010,3
01111,00011,2
01111,00100,3
01111,00101,2
01111,00110,2
01111,00111,1
01111,01000,3
01111,01001,2
01111,01010,2
01111,01011,1
01111,01100,2
01111,01101,1
01111,01110,1
01111,01111,0
01111,10000,5
01111,10001,4
01111,10010,4
01111,10011,3
01111,10100,4
01111,10101,3
01111,10110,3
01111,10111,2
01111,11000,4
01111,11001,3
01111,11010,3
01111,11011,2
01111,11100,3
01111,11101,2
01111,11110,2
01111,11111,1
10000,00000,1
10000,00001,2
10000,00010,2
10000,00011,3
10000,00100,2
10000,00101,3
10000,00110,3
10000,00111,4
10000,01000,2
10000,01001,3
10000,01010,3
10000,01011,4
10000,01100,3
10000,01101,4
10000,01110,4
10000,01111,5
10000,10000,0
10000,10001,1
10000,10010,1
10000,10011,2
10000,10100,1
10000,10101,2
10000,10110,2
10000,10111,3
10000,11000,1
10000,11001,2
10000,11010,2
10000,11011,3
10000,11100,2
10000,11101,3
10000,11110,3
10000,11111,4
10001,00000,2
10001,00001,1
10001,00010,2
10001,00011,2
10001,00100,3
10001,00101,2
10001,00110,3
10001,00111,3
10001,01000,2
10001,01001,2
10001,01010,3
10001,01011,3
10001,01100,3
10001,01101,3
10001,01110,4
10001,01111,4
10001,10000,1
10001,10001,0
10001,10010,2
10001,10011,1
10001,10100,2
10001,10101,1
10001,10110,3
10001,10111,2
10001,11000,2
10001,11001,1
10001,11010,3
10001,11011,2
10001,11100,3
10001,11101,2
10001,11110,4
10001,11111,3
10010,00000,2
10010,00001,3
10010,00010,1
10010,00011,2
10010,00100,2
10010,00101,2
10010,00110,2
10010,00111,3
10010,01000,2
10010,01001,2
10010,01010,2
10010,01011,3
10010,01100,3
10010,01101,3
10010,01110,3
10010,01111,4
10010,10000,1
10010,10001,2
10010,10010,0
10010,10011,1
10010,10100,2
10010,10101,2
10010,10110,1
10010,10111,2
10010,11000,2
10010,11001,2
10010,11010,1
10010,11011,2
10010,11100,3
10010,11101,3
10010,11110,2
10010,11111,3
10011,00000,3
10011,00001,2
10011,00010,2
10011,00011,1
10011,00100,3
10011,00101,2
10011,00110,2
10011,00111,2
10011,01000,3
10011,01001,2
10011,01010,3
10011,01011,2
10011,01100,4
10011,01101,3
10011,01110,3
10011,01111,3
10011,10000,2
10011,10001,1
10011,10010,1
10011,10011,0
10011,10100,3
10011,10101,2
10011,10110,2
10011,10111,1
10011,11000,3
10011,11001,2
10011,11010,2
10011,11011,1
10011,11100,4
10011,11101,3
10011,11110,3
10011,11111,2
10100,00000,2
10100,00001,3
10100,00010,3
10100,00011,4
10100,00100,1
10100,00101,2
10100,00110,2
10100,00111,3
10100,01000,2
10100,01001,2
10100,01010,2
10100,01011,3
10100,01100,2
10100,01101,3
10100,01110,3
10100,01111,4
10100,10000,1
10100,10001,2
10100,10010,2
10100,10011,3
10100,10100,0
10100,10101,1
10100,10110,1
10100,10111,2
10100,11000,2
10100,11001,2
10100,11010,2
10100,11011,3
10100,11100,1
10100,11101,2
10100,11110,2
10100,11111,3
10101,00000,3
10101,00001,2
10101,00010,3
10101,00011,3
10101,00100,2
10101,00101,1
10101,00110,3
10101,00111,2
10101,01000,3
10101,01001,2
10101,01010,2
10101,01011,2
10101,01100,3
10101,01101,2
10101,01110,3
10101,01111,3
10101,10000,2
10101,10001,1
10101,10010,2
10101,10011,2
10101,10100,1
10101,10101,0
10101,10110,2
10101,10111,1
10101,11000,3
10101,11001,2
10101,11010,2
10101,11011,2
10101,11100,2
10101,11101,1
10101,11110,3
10101,11111,2
10110,00000,3
10110,00001,4
10110,00010,2
10110,00011,3
10110,00100,2
10110,00101,3
10110,00110,1
10110,00111,2
10110,01000,3
10110,01001,3
10110,01010,2
10110,01011,2
10110,01100,2
10110,01101,2
10110,01110,2
10110,01111,3
10110,10000,2
10110,10001,3
10110,10010,1
10110,10011,2
10110,10100,1
10110,10101,2
10110,10110,0
10110,10111,1
10110,11000,3
10110,11001,3
10110,11010,2
10110,11011,2
10110,11100,2
10110,11101,2
10110,11110,1
10110,11111,2
10111,00000,4
10111,00001,3
10111,00010,3
10111,00011,2
10111,00100,3
10111,00101,2
10111,00110,2
10111,00111,1
10111,01000,4
10111,01001,3
10111,01010,3
10111,01011,2
10111,01100,3
10111,01101,2
10111,01110,2
10111,01111,2
10111,10000,3
10111,10001,2
10111,10010,2
10111,10011,1
10111,10100,2
10111,10101,1
10111,10110,1
10111,10111,0
10111,11000,4
10111,11001,3
10111,11010,3
10111,11011,2
10111,11100,3
10111,11101,2
10111,11110,2
10111,11111,1
11000,00000,2
11000,00001,3
11000,00010,3
11000,00011,4
11000,00100,3
11000,00101,4
11000,00110,4
11000,00111,5
11000,01000,1
11000,01001,2
11000,01010,2
11000,01011,3
11000,01100,2
11000,01101,3
11000,01110,3
11000,01111,4
11000,10000,1
11000,10001,2
11000,10010,2
11000,10011,3
11000,10100,2
11000,10101,3
11000,10110,3
11000,10111,4
11000,11000,0
11000,11001,1
11000,11010,1
11000,11011,2
11000,11100,1
11000,11101,2
11000,11110,2
11000,11111,3
11001,00000,3
11001,00001,2
11001,00010,3
11001,00011,3
11001,00100,3
11001,00101,3
11001,00110,4
11001,00111,4
11001,01000,2
11001,01001,1
11001,01010,3
11001,01011,2
11001,01100,2
11001,01101,2
11001,01110,3
11001,01111,3
11001,10000,2
11001,10001,1
11001,10010,2
11001,10011,2
11001,10100,2
11001,10101,2
11001,10110,3
11001,10111,3
11001,11000,1
11001,11001,0
11001,11010,2
11001,11011,1
11001,11100,2
11001,11101,1
11001,11110,3
11001,11111,2
11010,00000,3
11010,00001,4
11010,00010,2
11010,00011,3
11010,00100,3
11010,00101,3
11010,00110,3
11010,00111,4
11010,01000,2
11010,01001,3
11010,01010,1
11010,01011,2
11010,01100,2
11010,01101,2
11010,01110,2
11010,01111,3
11010,10000,2
11010,10001,3
11010,10010,1
11010,10011,2
11010,10100,2
11010,10101,2
11010,10110,2
11010,10111,3
11010,11000,1
11010,11001,2
11010,11010,0
11010,11011,1
11010,11100,2
11010,11101,2
11010,11110,1
11010,11111,2
11011,00000,4
11011,00001,3
11011,00010,3
11011,00011,2
11011,00100,4
11011,00101,3
11011,00110,3
11011,00111,3
11011,01000,3
11011,01001,2
11011,01010,2
11011,01011,1
11011,01100,3
11011,01101,2
11011,01110,3
11011,01111,2
11011,10000,3
11011,10001,2
11011,10010,2
11011,10011,1
11011,10100,3
11011,10101,2
11011,10110,2
11011,10111,2
11011,11000,2
11011,11001,1
11011,11010,1
11011,11011,0
11011,11100,3
11011,11101,2
11011,11110,2
11011,11111,1
11100,00000,3
11100,00001,4
11100,00010,4
11100,00011,5
11100,00100,2
11100,00101,3
11100,00110,3
11100,00111,4
11100,01000,2
11100,01001,3
11100,01010,3
11100,01011,4
11100,01100,1
11100,01101,2
11100,01110,2
11100,01111,3
11100,10000,2
11100,10001,3
11100,10010,3
11100,10011,4
11100,10100,1
11100,10101,2
11100,10110,2
11100,10111,3
11100,11000,1
11100,11001,2
11100,11010,2
11100,11011,3
11100,11100,0
11100,11101,1
11100,11110,1
11100,11111,2
11101,00000,4
11101,00001,3
11101,00010,4
11101,00011,4
11101,00100,3
11101,00101,2
11101,00110,3
11101,00111,3
11101,01000,3
11101,01001,2
11101,01010,3
11101,01011,3
11101,01100,2
11101,01101,1
11101,01110,2
11101,01111,2
11101,10000,3
11101,10001,2
11101,10010,3
11101,10011,3
11101,10100,2
11101,10101,1
11101,10110,2
11101,10111,2
11101,11000,2
11101,11001,1
11101,11010,2
11101,11011,2
11101,11100,1
11101,11101,0
11101,11110,2
11101,11111,1
11110,00000,4
11110,00001,5
11110,00010,3
11110,00011,4
11110,00100,3
11110,00101,4
11110,00110,2
11110,00111,3
11110,01000,3
11110,01001,4
11110,01010,2
11110,01011,3
11110,01100,2
11110,01101,3
11110,01110,1
11110,01111,2
11110,10000,3
11110,10001,4
11110,10010,2
11110,10011,3
11110,10100,2
11110,10101,3
11110,10110,1
11110,10111,2
11110,11000,2
11110,11001,3
11110,11010,1
11110,11011,2
11110,11100,1
11110,11101,2
11110,11110,0
11110,11111,1
11111,00000,5
11111,00001,4
11111,00010,4
11111,00011,3
11111,00100,4
11111,00101,3
11111,00110,3
11111,00111,2
11111,01000,4
11111,01001,3
11111,01010,3
11111,01011,2
11111,01100,3
11111,01101,2
11111,01110,2
11111,01111,1
11111,10000,4
11111,10001,3
11111,10010,3
11111,10011,2
11111,10100,3
11111,10101,2
11111,10110,2
11111,10111,1
11111,11000,3
11111,11001,2
11111,11010,2
11111,11011,1
11111,11100,2
11111,11101,1
11111,11110,1
11111,11111,0
