arm,config,dataset,n_train,epochs,n_steps,n_params,spearman,spearman_far,spearman_mid,spearman_high,auroc,map10,rmse_high,train_loss_online,train_mse_final,spearman_sd,spearman_far_sd,spearman_mid_sd,spearman_high_sd,auroc_sd,map10_sd,rmse_high_sd,train_loss_online_sd,train_mse_final_sd
E-epochs,epochs=5,3Di,30000.0,5.0,1175.0,141184.0,0.9482508969025426,0.5464588515219527,0.6983297854316399,0.8668648574989136,0.9900726466819548,0.507892415620676,0.06099267390770693,0.005298905906826257,0.004328671097755432,0.02377947010426633,0.2472366245649096,0.041184543829718784,0.022232235259930396,0.00024807241976938294,0.033842477844228544,0.009558280122913609,6.830695989494212e-05,3.4099618820224236e-05
E-epochs,epochs=5,AA,30000.0,5.0,1175.0,141184.0,0.2807108434619516,0.26017597731386627,,,0.999944949077897,0.8972222222222221,0.12243372866745783,0.005298905906826257,0.004328671097755432,0.049346246454149256,0.05016643527145524,,,9.535099408584276e-05,0.031549490810001496,0.018304492074778723,6.830695989494212e-05,3.4099618820224236e-05
E-epochs,epochs=5,SS,30000.0,5.0,1175.0,141184.0,0.9542137465493433,0.7188287124677738,0.7295700634026455,0.8328085662805901,0.9764666231747746,0.41337106373551863,0.0693270049622104,0.005298905906826257,0.004328671097755432,0.023899991143593532,0.07415841486765726,0.10585822348715475,0.047511827854190364,0.023964917645059043,0.035881030741742356,0.02242752207837788,6.830695989494212e-05,3.4099618820224236e-05
E-epochs,epochs=5,Synth,30000.0,5.0,1175.0,141184.0,0.9312418661605348,0.009967813356572099,0.589148329388344,0.8684952041875279,0.9708228381652152,0.9890336780170804,0.10739250118512006,0.005298905906826257,0.004328671097755432,0.0011125988581059802,0.03908789801529502,0.02008140313024761,0.008132706091913914,0.002969381374797414,0.0003786878455999599,0.0016755218457111067,6.830695989494212e-05,3.4099618820224236e-05
E-epochs,epochs=50,3Di,30000.0,50.0,11750.0,141184.0,0.9552724417924386,0.6193020924341971,0.7136664408256288,0.8715159940266918,0.9918747903365065,0.5095350620769175,0.06637432054364066,0.002153278209682968,0.0018179880254798467,0.008633722819353503,0.06508533392593202,0.02694875768218055,0.0144234113394012,0.0021101634285719062,0.02925760215334056,0.006477556589171527,4.24551355882487e-05,5.6217549619986615e-05
E-epochs,epochs=50,AA,30000.0,50.0,11750.0,141184.0,0.17139541700282926,0.15066716128026383,,,0.9987338287916323,0.8677777777777779,0.12133032618276042,0.002153278209682968,0.0018179880254798467,0.037310243613765046,0.040837011299900416,,,0.002193072863973807,0.05154106597152883,0.0093792273396405,4.24551355882487e-05,5.6217549619986615e-05
E-epochs,epochs=50,SS,30000.0,50.0,11750.0,141184.0,0.9602879318515637,0.6528563298788036,0.7587089996742339,0.8514880004295442,0.9862811623661015,0.4095056027059894,0.056361060463374406,0.002153278209682968,0.0018179880254798467,0.010719536314412798,0.017295168361843624,0.0672922289735126,0.012693375904205844,0.006662211854542369,0.016117367563210458,0.0035928271047962735,4.24551355882487e-05,5.6217549619986615e-05
E-epochs,epochs=50,Synth,30000.0,50.0,11750.0,141184.0,0.9208568493990338,-0.0743073448854156,0.5625565000294022,0.8634843978695145,0.9662789045280812,0.9641550308459022,0.11688404982032248,0.002153278209682968,0.0018179880254798467,0.0002640696653346673,0.019599569522951207,0.005516741912339606,0.004571199529907884,0.0017841046084188124,0.002842031857349457,0.0018533923338664143,4.24551355882487e-05,5.6217549619986615e-05
N-no-pooling,flatten,3Di,30000.0,30.0,7050.0,1648512.0,0.842962908447828,0.10856754868908336,0.5435826441558839,0.829477863184685,0.9845871347730685,0.4517123861765861,0.08003591013930471,0.00038180820217563043,0.0003783196428583728,0.0835488971292142,0.26232393581163527,0.15130050355807598,0.07182608378261254,0.011858210135874916,0.07039837861049573,0.05329249421436309,1.4784143719731692e-05,1.392629767459147e-05
N-no-pooling,flatten,AA,30000.0,30.0,7050.0,1648512.0,-0.09970560146024661,-0.11911975281356717,,,0.9290393614093037,0.38703703703703707,0.19569196510908107,0.00038180820217563043,0.0003783196428583728,0.021229875341121113,0.02106194393637278,,,0.02173145173511921,0.11997084693885565,0.014310710097256183,1.4784143719731692e-05,1.392629767459147e-05
