arm,config,seed,dataset,protocol_sig,spearman,auroc,map10,rmse_high,n_pairs,n_queries,spearman_far,n_far,spearman_mid,n_mid,spearman_high,n_high,n_train,epochs,n_steps,n_params,train_loss_online,train_mse_final
T-train-size,"N=10,000",2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9045850295997883,0.9584773499693424,0.9385319106895871,0.12331698010332222,3648.0,2410.0,-0.12975840961129462,848.0,0.49867938008425305,1595.0,0.8393333048161855,1205.0,10000.0,30.0,2370.0,141184.0,0.0006055154646746814,0.000446903508156538
T-train-size,"N=10,000",2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9544022141469467,0.9916734033953113,0.5267853766546644,0.055129786111743975,3699.0,347.0,0.6066350926342168,1200.0,0.6901431896811561,1274.0,0.8688813482365146,1225.0,10000.0,30.0,2370.0,141184.0,0.0006055154646746814,0.000446903508156538
T-train-size,"N=10,000",2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.8949500781522284,0.9355575310181631,0.3509841750785645,0.0940669902038114,4000.0,10002.0,0.6550892272207891,1200.0,0.5567231324723969,1397.0,0.7233716230088684,1403.0,10000.0,30.0,2370.0,141184.0,0.0006055154646746814,0.000446903508156538
T-train-size,"N=10,000",2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.1033090574292512,0.9955408753096614,0.6333333333333333,0.14904434111189527,1216.0,10.0,0.07929166679464382,1200.0,,11.0,,5.0,10000.0,30.0,2370.0,141184.0,0.0006055154646746814,0.000446903508156538
T-train-size,"N=100,000",0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9493732633575793,0.9812549361967379,0.9989453665283542,0.10102734858923737,3648.0,2410.0,0.0858456815841484,848.0,0.6822847803983723,1595.0,0.8944865777108081,1205.0,100000.0,30.0,23460.0,141184.0,0.004405429768264294,0.004095880981087685
T-train-size,"N=100,000",0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9642615674020242,0.9888522264200749,0.5124589832731042,0.06988720199944218,3699.0,347.0,0.7622082083673194,1200.0,0.7008039282729953,1274.0,0.8556080335331945,1225.0,100000.0,30.0,23460.0,141184.0,0.004405429768264294,0.004095880981087685
T-train-size,"N=100,000",0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9729412252243033,0.9859822356570758,0.4099245411058881,0.04968131004316873,4000.0,10002.0,0.8163959695464776,1200.0,0.8088603525918596,1397.0,0.8617224667426575,1403.0,100000.0,30.0,23460.0,141184.0,0.004405429768264294,0.004095880981087685
T-train-size,"N=100,000",0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.4311138861340905,1.0,1.0,0.07165473793095986,1216.0,10.0,0.41384987414496177,1200.0,,11.0,,5.0,100000.0,30.0,23460.0,141184.0,0.004405429768264294,0.004095880981087685
T-train-size,"N=100,000",1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9504894621878165,0.9820803956770381,1.0,0.10383650202062053,3648.0,2410.0,0.08844338655612627,848.0,0.6817558656411057,1595.0,0.9010046517618758,1205.0,100000.0,30.0,23460.0,141184.0,0.004431308636218309,0.004071813943386078
T-train-size,"N=100,000",1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9637398402097703,0.9930364773233464,0.5385442034375924,0.0757415451810225,3699.0,347.0,0.7217981300957274,1200.0,0.7371878859861758,1274.0,0.8742069780789108,1225.0,100000.0,30.0,23460.0,141184.0,0.004431308636218309,0.004071813943386078
T-train-size,"N=100,000",1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9733383353285511,0.9930475182313272,0.4263893507359248,0.06855087682553668,4000.0,10002.0,0.7451947299616363,1200.0,0.8282600485145931,1397.0,0.8571918661259604,1403.0,100000.0,30.0,23460.0,141184.0,0.004431308636218309,0.004071813943386078
T-train-size,"N=100,000",1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.4284987341341469,1.0,1.0,0.08138965063913232,1216.0,10.0,0.4089414721403043,1200.0,,11.0,,5.0,100000.0,30.0,23460.0,141184.0,0.004431308636218309,0.004071813943386078
T-train-size,"N=100,000",2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9489485905349214,0.9807973666823493,0.999204702627939,0.10325839964748479,3648.0,2410.0,0.050534872415186685,848.0,0.6728761503870828,1595.0,0.9056758530258097,1205.0,100000.0,30.0,23460.0,141184.0,0.004385817304849625,0.004043455189466477
T-train-size,"N=100,000",2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9672662097101623,0.9920785970006435,0.5590222340937656,0.07418148650978873,3699.0,347.0,0.7478149923215694,1200.0,0.7429156041509739,1274.0,0.8785330378480323,1225.0,100000.0,30.0,23460.0,141184.0,0.004385817304849625,0.004043455189466477
T-train-size,"N=100,000",2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.974260448538936,0.9908271812066722,0.43192960543378855,0.059816893320891996,4000.0,10002.0,0.8114672034424026,1200.0,0.8189513570779445,1397.0,0.8594807669534287,1403.0,100000.0,30.0,23460.0,141184.0,0.004385817304849625,0.004043455189466477
T-train-size,"N=100,000",2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.3927749063991044,1.0,1.0,0.07623358951628548,1216.0,10.0,0.37326339943580844,1200.0,,11.0,,5.0,100000.0,30.0,23460.0,141184.0,0.004385817304849625,0.004043455189466477
T2-matched-steps,"N=5,000 matched",0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9034507744284158,0.9616980007235509,0.9356018244088784,0.10996478769909089,3648.0,2410.0,-0.05138823874785202,848.0,0.5004858388757687,1595.0,0.8368858044408735,1205.0,5000.0,176.0,7040.0,141184.0,4.454944950994104e-05,3.7339849025011065e-05
T2-matched-steps,"N=5,000 matched",0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.932381467941457,0.9872819362183031,0.46224368357653656,0.052424721105503086,3699.0,347.0,0.5601246884074982,1200.0,0.6031822748681454,1274.0,0.8566202404881534,1225.0,5000.0,176.0,7040.0,141184.0,4.454944950994104e-05,3.7339849025011065e-05
T2-matched-steps,"N=5,000 matched",0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9565151288329481,0.9916963786550137,0.4304242924405796,0.05251741489042803,4000.0,10002.0,0.5467358203204697,1200.0,0.7414293409951346,1397.0,0.8532434001937084,1403.0,5000.0,176.0,7040.0,141184.0,4.454944950994104e-05,3.7339849025011065e-05
T2-matched-steps,"N=5,000 matched",0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.12796236579082035,0.9996696944673823,0.8699999999999999,0.11215533814979811,1216.0,10.0,0.11506374427967325,1200.0,,11.0,,5.0,5000.0,176.0,7040.0,141184.0,4.454944950994104e-05,3.7339849025011065e-05
T2-matched-steps,"N=5,000 matched",1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9067105805500077,0.9604146320336024,0.9399807350326024,0.10727832116135022,3648.0,2410.0,0.042744276371398424,848.0,0.50315827707202,1595.0,0.8495359061584237,1205.0,5000.0,176.0,7040.0,141184.0,0.00010496514379046857,8.546272590756416e-05
T2-matched-steps,"N=5,000 matched",1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9068192512989551,0.9907448897101281,0.5096745803935835,0.05658769234572792,3699.0,347.0,0.3489790531246996,1200.0,0.592535301113087,1274.0,0.8503793815853338,1225.0,5000.0,176.0,7040.0,141184.0,0.00010496514379046857,8.546272590756416e-05
T2-matched-steps,"N=5,000 matched",1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9206712274528117,0.97030923613545,0.3824676354569096,0.07685512883044888,4000.0,10002.0,0.6016416011990285,1200.0,0.583448876845657,1397.0,0.8122736009111923,1403.0,5000.0,176.0,7040.0,141184.0,0.00010496514379046857,8.546272590756416e-05
T2-matched-steps,"N=5,000 matched",1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.14328314329001252,0.9968620974401321,0.825,0.1306787890857113,1216.0,10.0,0.12603548755256766,1200.0,,11.0,,5.0,5000.0,176.0,7040.0,141184.0,0.00010496514379046857,8.546272590756416e-05
T2-matched-steps,"N=5,000 matched",2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9042343131658797,0.9586295334455459,0.9278335967858788,0.1125757857124473,3648.0,2410.0,0.03098310148234208,848.0,0.5121148814591163,1595.0,0.845753614494379,1205.0,5000.0,176.0,7040.0,141184.0,6.151156064588577e-05,3.804334104061127e-05
T2-matched-steps,"N=5,000 matched",2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9315725587635528,0.9888258294425288,0.48815075662029145,0.04963308189310725,3699.0,347.0,0.5788998601057465,1200.0,0.5892406574165521,1274.0,0.8542094288743576,1225.0,5000.0,176.0,7040.0,141184.0,6.151156064588577e-05,3.804334104061127e-05
T2-matched-steps,"N=5,000 matched",2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9117233515068511,0.9640936647389896,0.3685148400686454,0.09159813516252045,4000.0,10002.0,0.5191214183810748,1200.0,0.5778544629869657,1397.0,0.8129624868866469,1403.0,5000.0,176.0,7040.0,141184.0,6.151156064588577e-05,3.804334104061127e-05
T2-matched-steps,"N=5,000 matched",2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.2386010122590132,0.9985136251032205,0.775,0.1339524573222527,1216.0,10.0,0.22547817732881534,1200.0,,11.0,,5.0,5000.0,176.0,7040.0,141184.0,6.151156064588577e-05,3.804334104061127e-05
T2-matched-steps,"N=10,000 matched",0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.8932790810897812,0.9571430269904868,0.8895384640716593,0.12231090477563042,3648.0,2410.0,-0.09428648117913221,848.0,0.4526270885594382,1595.0,0.8234437524587503,1205.0,10000.0,89.0,7031.0,141184.0,0.00027538127806037664,0.0002292712289839983
T2-matched-steps,"N=10,000 matched",0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9185481747898372,0.9807074389982346,0.45768188783678704,0.05601494289430028,3699.0,347.0,0.45303330058751956,1200.0,0.551622227951575,1274.0,0.8378353778642573,1225.0,10000.0,89.0,7031.0,141184.0,0.00027538127806037664,0.0002292712289839983
T2-matched-steps,"N=10,000 matched",0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9587704342339152,0.9913349220590345,0.41257104062306715,0.060315791865171886,4000.0,10002.0,0.514084613729554,1200.0,0.7577885506368651,1397.0,0.8558062913686191,1403.0,10000.0,89.0,7031.0,141184.0,0.00027538127806037664,0.0002292712289839983
T2-matched-steps,"N=10,000 matched",0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.030486876324719123,0.989925681255161,0.8,0.12546992795243297,1216.0,10.0,0.017116045723934267,1200.0,,11.0,,5.0,10000.0,89.0,7031.0,141184.0,0.00027538127806037664,0.0002292712289839983
T2-matched-steps,"N=10,000 matched",1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.8971307813152682,0.9530126723316512,0.8909232365145229,0.11961507194248557,3648.0,2410.0,-0.10205005838342436,848.0,0.5076772666038449,1595.0,0.8268234508193842,1205.0,10000.0,89.0,7031.0,141184.0,0.00030319533743895593,0.00025390150099992753
T2-matched-steps,"N=10,000 matched",1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.88529061181156,0.9855618431689571,0.4427936355457969,0.062026176817922524,3699.0,347.0,0.32543954781547185,1200.0,0.523442793305482,1274.0,0.8024025511776695,1225.0,10000.0,89.0,7031.0,141184.0,0.00030319533743895593,0.00025390150099992753
T2-matched-steps,"N=10,000 matched",1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9303170973081325,0.9870838960794447,0.4074128044918857,0.05169835294655967,4000.0,10002.0,0.3660687366460557,1200.0,0.7050462813037193,1397.0,0.8492051084234392,1403.0,10000.0,89.0,7031.0,141184.0,0.00030319533743895593,0.00025390150099992753
T2-matched-steps,"N=10,000 matched",1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,-0.015309139738851342,0.9839801816680429,0.4,0.2069156032237205,1216.0,10.0,-0.035069498732972354,1200.0,,11.0,,5.0,10000.0,89.0,7031.0,141184.0,0.00030319533743895593,0.00025390150099992753
T2-matched-steps,"N=10,000 matched",2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.8936792049390452,0.9544271633917214,0.8796021866561285,0.12263730678966746,3648.0,2410.0,-0.0836948894704202,848.0,0.4681136776952266,1595.0,0.8232273635275797,1205.0,10000.0,89.0,7031.0,141184.0,0.0002732970009092242,0.00023466886729002
T2-matched-steps,"N=10,000 matched",2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9474307657663444,0.9912751389965849,0.49887772528159524,0.05101104730135933,3699.0,347.0,0.614524495034801,1200.0,0.6542410146964954,1274.0,0.8601813664910326,1225.0,10000.0,89.0,7031.0,141184.0,0.0002732970009092242,0.00023466886729002
T2-matched-steps,"N=10,000 matched",2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9053279127485385,0.9498019947903042,0.355577486055447,0.07312000624937594,4000.0,10002.0,0.6290477011614112,1200.0,0.5592284055029407,1397.0,0.7463848604044734,1403.0,10000.0,89.0,7031.0,141184.0,0.0002732970009092242,0.00023466886729002
T2-matched-steps,"N=10,000 matched",2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.09351359425655437,0.9658133773740709,0.645,0.14947951868387843,1216.0,10.0,0.07065223521917952,1200.0,,11.0,,5.0,10000.0,89.0,7031.0,141184.0,0.0002732970009092242,0.00023466886729002
T2-matched-steps,"N=100,000 matched",0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9475809072167534,0.980039166863407,0.9988589211618257,0.10291954588725434,3648.0,2410.0,0.08740755942243537,848.0,0.6672761051061961,1595.0,0.8854263451249234,1205.0,100000.0,9.0,7038.0,141184.0,0.005418728031218052,0.004813509742617607
T2-matched-steps,"N=100,000 matched",0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9686421344594172,0.989775790671968,0.5391794653340043,0.07112631923884784,3699.0,347.0,0.7949549476229582,1200.0,0.7292092511710335,1274.0,0.87296662870797,1225.0,100000.0,9.0,7038.0,141184.0,0.005418728031218052,0.004813509742617607
T2-matched-steps,"N=100,000 matched",0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9728869102497393,0.9912816778831653,0.42406855963463397,0.051500387354940405,4000.0,10002.0,0.7427682498112192,1200.0,0.8182971389572261,1397.0,0.8671727913766287,1403.0,100000.0,9.0,7038.0,141184.0,0.005418728031218052,0.004813509742617607
T2-matched-steps,"N=100,000 matched",0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.4309791225683012,1.0,1.0,0.07562740902228342,1216.0,10.0,0.4131225674138169,1200.0,,11.0,,5.0,100000.0,9.0,7038.0,141184.0,0.005418728031218052,0.004813509742617607
T2-matched-steps,"N=100,000 matched",1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9473980852833997,0.9793200319992934,0.9997233748271092,0.09952295584143674,3648.0,2410.0,0.12914527087014346,848.0,0.6621456884591589,1595.0,0.8920404890273884,1205.0,100000.0,9.0,7038.0,141184.0,0.00548952979773283,0.004988108312487602
T2-matched-steps,"N=100,000 matched",1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9325699413761277,0.991420982297527,0.5257695183420791,0.06076675972389796,3699.0,347.0,0.37499346742429596,1200.0,0.6534795278908277,1274.0,0.878856505807533,1225.0,100000.0,9.0,7038.0,141184.0,0.00548952979773283,0.004988108312487602
T2-matched-steps,"N=100,000 matched",1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.975282752330266,0.9933378911079758,0.43522321439592154,0.06010442710732822,4000.0,10002.0,0.7870375263995228,1200.0,0.8276201548602704,1397.0,0.8580300605831723,1403.0,100000.0,9.0,7038.0,141184.0,0.00548952979773283,0.004988108312487602
T2-matched-steps,"N=100,000 matched",1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.42642488557137376,1.0,1.0,0.09932180868511802,1216.0,10.0,0.4078353518626048,1200.0,,11.0,,5.0,100000.0,9.0,7038.0,141184.0,0.00548952979773283,0.004988108312487602
T2-matched-steps,"N=100,000 matched",2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9480247151860156,0.9803550834546328,0.9988589211618257,0.09965574464078607,3648.0,2410.0,0.060168643311957745,848.0,0.6688498592659695,1595.0,0.8969694855288293,1205.0,100000.0,9.0,7038.0,141184.0,0.005405025472193957,0.0048271829950809475
T2-matched-steps,"N=100,000 matched",2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9675135770105936,0.9920076551234884,0.5491006829404833,0.07536385547791481,3699.0,347.0,0.7700503501662967,1200.0,0.7461786388835285,1274.0,0.8684801973344698,1225.0,100000.0,9.0,7038.0,141184.0,0.005405025472193957,0.0048271829950809475
T2-matched-steps,"N=100,000 matched",2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.956267466143578,0.9773951027983108,0.40919351688052413,0.05700841636086976,4000.0,10002.0,0.7710306372936274,1200.0,0.7014141961010796,1397.0,0.843206166793333,1403.0,100000.0,9.0,7038.0,141184.0,0.005405025472193957,0.0048271829950809475
T2-matched-steps,"N=100,000 matched",2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.41202964129651254,1.0,1.0,0.08804278203151834,1216.0,10.0,0.3948869704501952,1200.0,,11.0,,5.0,100000.0,9.0,7038.0,141184.0,0.005405025472193957,0.0048271829950809475
E-epochs,epochs=5,0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9304908478154289,0.9740488108118207,0.9886254363432787,0.10902159415209653,3648.0,2410.0,0.00966984193303938,848.0,0.5666568716658517,1595.0,0.8591968155301941,1205.0,30000.0,5.0,1175.0,141184.0,0.005226698419948419,0.004298230218887329
E-epochs,epochs=5,0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9573628639991003,0.9901097124379257,0.5052551378914252,0.050283226464636295,3699.0,347.0,0.6219018954318193,1200.0,0.6978230304047633,1274.0,0.888001746629618,1225.0,30000.0,5.0,1175.0,141184.0,0.005226698419948419,0.004298230218887329
E-epochs,epochs=5,0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9700761458879267,0.9935286369957551,0.44955065244824555,0.06282313859053902,4000.0,10002.0,0.6332927439087543,1200.0,0.8210836801120462,1397.0,0.862354815161969,1403.0,30000.0,5.0,1175.0,141184.0,0.005226698419948419,0.004298230218887329
E-epochs,epochs=5,0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.25848069717491307,1.0,0.875,0.10546145213162947,1216.0,10.0,0.2406590811603705,1200.0,,11.0,,5.0,30000.0,5.0,1175.0,141184.0,0.005226698419948419,0.004298230218887329
E-epochs,epochs=10,0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.929584169407402,0.9737626175557907,0.9897810050714615,0.10888394674668002,3648.0,2410.0,0.005018587087224146,848.0,0.5697292297630829,1595.0,0.8566272652946062,1205.0,30000.0,10.0,2350.0,141184.0,0.0037697831294188897,0.003181459854046504
E-epochs,epochs=10,0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9585659608639434,0.9913764373979179,0.5001144542030709,0.054064403522747675,3699.0,347.0,0.696799014908088,1200.0,0.6949797955233739,1274.0,0.897734799992583,1225.0,30000.0,10.0,2350.0,141184.0,0.0037697831294188897,0.003181459854046504
E-epochs,epochs=10,0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9743143302205456,0.993119974223232,0.4428071639545862,0.05857717391004823,4000.0,10002.0,0.7668182346412838,1200.0,0.8252094345343506,1397.0,0.861634833283915,1403.0,30000.0,10.0,2350.0,141184.0,0.0037697831294188897,0.003181459854046504
E-epochs,epochs=10,0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.18597073078945914,1.0,0.95,0.11450410709764156,1216.0,10.0,0.16826301539361202,1200.0,,11.0,,5.0,30000.0,10.0,2350.0,141184.0,0.0037697831294188897,0.003181459854046504
E-epochs,epochs=20,0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9255583986665934,0.9713195292503096,0.9791653494039386,0.11499337581148211,3648.0,2410.0,0.0005012555569157458,848.0,0.5549093169911642,1595.0,0.8563959796807415,1205.0,30000.0,20.0,4700.0,141184.0,0.0028494039160509906,0.0024122605164845785
E-epochs,epochs=20,0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9604248562976011,0.9913566396647584,0.49388412393455616,0.06934600646369343,3699.0,347.0,0.6877765594625298,1200.0,0.7072020475978613,1274.0,0.8884333412939449,1225.0,30000.0,20.0,4700.0,141184.0,0.0028494039160509906,0.0024122605164845785
E-epochs,epochs=20,0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.975178818296766,0.9924431693897586,0.43419316883033066,0.05923553498052122,4000.0,10002.0,0.7848895888258726,1200.0,0.8336997881030398,1397.0,0.8579354520990575,1403.0,30000.0,20.0,4700.0,141184.0,0.0028494039160509906,0.0024122605164845785
E-epochs,epochs=20,0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.25537923304130133,1.0,0.95,0.10415073614207153,1216.0,10.0,0.24190976484045978,1200.0,,11.0,,5.0,30000.0,20.0,4700.0,141184.0,0.0028494039160509906,0.0024122605164845785
E-epochs,epochs=30,0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9236517533579353,0.9699865650524914,0.9718058025423171,0.11832901407076267,3648.0,2410.0,-0.027263534149960262,848.0,0.5585094866696056,1595.0,0.8578211059627576,1205.0,30000.0,30.0,7050.0,141184.0,0.0024647089924663304,0.0020274627129236856
E-epochs,epochs=30,0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9613081527281743,0.9923735832247208,0.4956748073869317,0.07179664121773953,3699.0,347.0,0.6910247423122067,1200.0,0.7184912831057023,1274.0,0.8921218716969209,1225.0,30000.0,30.0,7050.0,141184.0,0.0024647089924663304,0.0020274627129236856
E-epochs,epochs=30,0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.971267862238019,0.9922727331360737,0.42790053790073423,0.06191717025347589,4000.0,10002.0,0.7284203001534612,1200.0,0.817124456139369,1397.0,0.8539026642839362,1403.0,30000.0,30.0,7050.0,141184.0,0.0024647089924663304,0.0020274627129236856
E-epochs,epochs=30,0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.2268158543369861,1.0,0.95,0.12281977850648726,1216.0,10.0,0.2114949625181303,1200.0,,11.0,,5.0,30000.0,30.0,7050.0,141184.0,0.0024647089924663304,0.0020274627129236856
E-epochs,epochs=50,0,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9205908263739021,0.9683305506630003,0.9624899558716986,0.11713363483845188,3648.0,2410.0,-0.05469700361562977,848.0,0.5566538185836294,1595.0,0.8585647842769906,1205.0,30000.0,50.0,11750.0,141184.0,0.0021043410163372753,0.00175480215549469
